OrderID,CustomerID,FoodItemID,FoodItemName,Quantity,OrderDate,OrderTime,Total_ItemsPrice
1135,257,189,Garlic Manchurian,4,11-Feb-26,10:24:25 AM,200
1136,258,302,South Indian Vada,3,15-Mar-26,7:21:36 PM,150
1137,258,150,Baked Curry,4,09-Apr-26,8:35:49 PM,280
1138,258,437,Deluxe Naan,2,21-Mar-26,4:59:32 PM,180
1139,258,239,Hyderabadi Dosa,4,27-Mar-26,4:48:16 AM,200
1140,258,426,Smoky Pasta,4,19-Jan-26,1:44:10 PM,280
1141,258,175,South Indian Roll,4,14-Mar-26,10:54:58 PM,200
1142,259,235,Deluxe Pizza,1,10-Apr-26,5:18:32 PM,180
1143,259,303,Crispy Platter,2,22-Mar-26,4:37:42 PM,240
1144,259,345,North Indian Vada,4,15-Jan-26,8:53:22 PM,1280
1145,260,294,Special Roti,3,31-Mar-26,11:56:50 AM,960
1146,260,113,Special Salad,4,15-Apr-26,12:54:31 PM,360
1147,260,197,Sweet Curry,4,23-Mar-26,8:53:45 AM,1280
1148,260,336,Punjabi Salad,3,06-Apr-26,12:23:12 AM,150
1149,260,189,Garlic Manchurian,4,10-Mar-26,5:16:52 AM,200
1150,261,190,Deluxe Pasta,3,26-Feb-26,2:41:39 AM,180
1151,261,245,Mexican Kebab,1,01-Feb-26,7:14:53 AM,90
1152,261,114,Baked Naan,4,03-Apr-26,7:51:51 PM,1280
1153,262,147,Mexican Naan,2,09-Feb-26,1:37:39 PM,240
1154,262,232,Deluxe Curry,2,22-Jan-26,8:33:18 PM,100
1155,262,108,Sweet Kheer,2,14-Mar-26,3:59:35 PM,120
1156,262,409,Baked Noodles,4,19-Apr-26,4:56:34 AM,1000
1157,263,132,Baked Pizza,4,27-Feb-26,6:15:49 AM,480
1158,263,138,Baked Fried Rice,4,10-Jan-26,10:13:57 PM,360
1159,263,432,Garlic Biryani,2,07-Feb-26,1:17:22 AM,100
1160,263,180,Schezwan Burger,3,31-Mar-26,2:15:36 AM,450
1161,263,404,Spicy Tikka,2,05-Feb-26,3:23:51 PM,360
1162,263,441,Schezwan Kebab,1,13-Feb-26,4:11:17 PM,60
1163,264,442,Mexican Platter,1,27-Feb-26,9:27:34 PM,90
1164,264,262,Punjabi Tikka,1,10-Apr-26,3:43:37 PM,120
1165,264,228,Spicy Soup,2,20-Apr-26,12:36:53 AM,500
1166,264,295,Smoky Manchurian,1,12-Mar-26,11:38:14 PM,40
1167,264,345,North Indian Vada,1,24-Mar-26,1:24:49 AM,320
1168,264,279,Mexican Dosa,3,19-Feb-26,2:39:19 AM,150
1169,265,110,Cheesy Salad,4,05-Jan-26,9:35:40 PM,1000
1170,265,236,Mexican Pasta,3,27-Jan-26,4:27:27 PM,1140
1171,265,127,Spicy Kebab,2,07-Mar-26,7:20:30 PM,640
1172,266,186,Tandoori Soup,2,27-Feb-26,11:28:19 AM,240
1173,266,294,Special Roti,1,18-Feb-26,6:36:54 AM,320
1174,266,440,South Indian Roti,4,12-Mar-26,4:11:57 AM,200
1175,267,385,Special Roll,3,11-Feb-26,3:45:11 AM,270
1176,267,443,Sweet Vada,1,10-Feb-26,10:49:29 PM,120
1177,267,353,Baked Manchurian,2,07-Mar-26,12:18:34 PM,300
1178,267,291,Punjabi Roll,3,10-Apr-26,9:45:35 PM,1140
1179,267,369,Deluxe Kheer,1,03-Feb-26,7:12:57 AM,180
1180,267,331,Deluxe Biryani,1,01-Feb-26,2:42:44 PM,150
1181,268,315,Hyderabadi Pasta,1,01-Feb-26,4:28:45 AM,180
1182,268,105,Garlic Kebab,2,21-Feb-26,9:13:45 AM,760
1183,268,186,Tandoori Soup,3,07-Feb-26,7:14:50 PM,360
1184,268,166,Crispy Salad,3,15-Apr-26,4:54:19 PM,270
1185,268,105,Garlic Kebab,3,25-Feb-26,11:30:27 PM,1140
1186,268,250,Spicy IceCream,1,26-Feb-26,12:30:17 AM,90
1187,269,191,BBQ Burger,3,17-Apr-26,7:58:28 PM,540
1188,269,308,Hot Soup,2,21-Feb-26,6:45:12 PM,100
1189,269,354,Spicy Roti,4,31-Jan-26,9:22:35 PM,480
1190,269,124,Cheesy Halwa,1,16-Jan-26,1:36:24 PM,120
1191,269,205,Smoky Burger,4,23-Feb-26,10:47:13 PM,920
1192,269,129,Hyderabadi Vada,2,14-Mar-26,9:24:59 PM,120
1193,270,420,Hot Pasta,1,13-Jan-26,4:41:14 PM,180
1194,270,266,Tandoori Manchurian,4,25-Apr-26,8:13:10 AM,1000
1195,270,190,Deluxe Pasta,4,03-Feb-26,2:26:30 PM,240
1196,270,231,Special Pizza,2,28-Feb-26,9:19:37 AM,80
1197,271,344,Special Dosa,3,16-Apr-26,1:21:28 PM,960
1198,271,450,Schezwan Manchurian,1,08-Feb-26,8:57:35 PM,230
1199,271,182,Garlic IceCream,3,20-Jan-26,1:19:54 AM,210
1200,271,258,Special Fried Rice,4,27-Jan-26,11:22:49 AM,160
1201,272,112,BBQ Soup,1,18-Feb-26,12:26:30 PM,230
1202,272,241,Schezwan Biryani,4,28-Mar-26,9:45:29 AM,920
1203,272,390,Sweet Soup,1,25-Apr-26,6:40:38 AM,90
1204,272,325,Cheesy Roll,4,01-Feb-26,8:27:39 PM,720
1205,272,254,Punjabi Noodles,1,03-Feb-26,8:49:21 AM,250
1206,273,329,Smoky Naan,3,01-Feb-26,11:31:28 AM,180
1207,273,377,Schezwan Halwa,1,11-Jan-26,5:51:22 AM,40
1208,273,326,Hyderabadi Biryani,3,23-Feb-26,6:28:49 PM,360
1209,274,152,Baked Idly,2,25-Jan-26,1:14:35 PM,640
1210,274,348,Punjabi IceCream,3,15-Apr-26,7:11:57 AM,180
1211,274,103,BBQ Curry,3,08-Mar-26,5:51:58 AM,360
1212,274,385,Special Roll,2,26-Apr-26,12:26:59 PM,180
1213,274,362,Crispy Noodles,3,19-Feb-26,1:42:24 PM,180
1214,275,324,Smoky Salad,4,07-Mar-26,5:25:49 AM,1280
1215,275,230,South Indian Soup,4,14-Mar-26,7:32:16 PM,720
1216,275,340,Hot Kheer,3,06-Mar-26,5:19:39 PM,210
1217,275,136,Crispy Pasta,2,06-Feb-26,11:20:28 PM,100
1218,275,353,Baked Manchurian,3,09-Jan-26,8:18:15 PM,450
1219,275,330,South Indian Platter,4,03-Jan-26,2:31:45 PM,200
1220,276,367,Hot Noodles,1,30-Jan-26,12:29:35 PM,150
1221,276,157,Special Tikka,3,01-Feb-26,6:21:59 AM,150
1222,276,332,Tandoori Fried Rice,2,21-Feb-26,3:24:54 AM,100
1223,277,151,Garlic Vada,4,09-Apr-26,10:57:29 PM,240
1224,277,199,Deluxe Roll,3,12-Jan-26,1:46:46 PM,540
1225,277,410,Cheesy Platter,2,28-Jan-26,6:15:15 PM,100
1226,278,396,Hot IceCream,1,09-Mar-26,8:35:47 PM,70
1227,278,267,North Indian Roll,4,20-Mar-26,12:20:37 PM,240
1228,278,143,Schezwan Roti,1,12-Jan-26,3:36:42 PM,40
1229,278,103,BBQ Curry,1,27-Feb-26,12:35:39 PM,120
1230,278,132,Baked Pizza,3,13-Feb-26,4:29:27 PM,360
1231,279,313,Spicy Kheer,1,22-Feb-26,5:43:48 PM,250
1232,279,315,Hyderabadi Pasta,2,18-Mar-26,1:48:54 AM,360
1233,279,220,Spicy Naan,2,30-Mar-26,5:22:49 AM,760
1234,279,384,Deluxe Kebab,2,17-Feb-26,12:51:23 AM,760
1235,280,127,Spicy Kebab,2,06-Jan-26,6:10:20 PM,640
1236,280,346,Tandoori Vada,4,25-Feb-26,1:14:30 AM,720
1237,280,265,Schezwan Curry,1,03-Feb-26,12:24:44 PM,250
1238,280,421,Hyderabadi Soup,2,29-Mar-26,5:33:14 AM,120
1239,280,161,Special Idly,2,05-Feb-26,9:38:17 PM,500
1240,281,114,Baked Naan,1,10-Mar-26,12:11:49 PM,320
1241,281,136,Crispy Pasta,3,11-Jan-26,11:55:36 AM,150
1242,281,261,Crispy IceCream,4,19-Mar-26,12:18:52 AM,1280
1243,281,282,South Indian Tikka,3,17-Mar-26,9:52:58 PM,360
1244,282,189,Garlic Manchurian,1,09-Apr-26,9:20:58 PM,50
1245,282,221,Hot Roll,3,12-Jan-26,6:52:36 PM,120
1246,282,278,Tandoori IceCream,1,26-Apr-26,6:40:53 AM,40
1247,282,442,Mexican Platter,1,24-Mar-26,7:18:35 PM,90
1248,283,230,South Indian Soup,3,24-Mar-26,12:48:19 PM,540
1249,283,261,Crispy IceCream,4,08-Feb-26,1:53:15 PM,1280
1250,283,294,Special Roti,2,27-Apr-26,6:46:10 PM,640
1251,284,309,Crispy Halwa,1,02-Mar-26,6:12:57 PM,230
1252,284,318,Mexican Kheer,1,29-Jan-26,6:32:50 AM,60
1253,284,324,Smoky Salad,2,19-Mar-26,12:31:10 AM,640
1254,285,326,Hyderabadi Biryani,3,23-Mar-26,6:14:51 PM,360
1255,285,251,BBQ Tikka,1,21-Jan-26,2:17:23 AM,230
1256,285,197,Sweet Curry,1,13-Apr-26,10:26:50 PM,320
1257,285,184,Deluxe Noodles,2,19-Jan-26,10:31:22 PM,140
1258,285,317,Hot Biryani,1,23-Jan-26,6:54:20 PM,120
1259,285,401,Spicy Pizza,2,02-Mar-26,11:43:37 PM,100
1260,286,214,Punjabi Naan,3,11-Jan-26,9:15:49 AM,360
1261,286,126,Punjabi Dosa,4,28-Mar-26,1:50:10 PM,1000
1262,286,366,Tandoori Curry,1,23-Jan-26,12:16:17 AM,70
1263,286,212,Spicy Halwa,3,24-Jan-26,1:37:42 PM,1140
1264,286,391,Garlic Naan,2,14-Feb-26,5:38:10 AM,640
1265,286,393,BBQ Dosa,2,05-Jan-26,12:36:47 AM,120
1266,287,422,Tandoori Biryani,1,19-Mar-26,8:56:39 AM,250
1267,287,170,Tandoori Naan,3,01-Feb-26,6:32:42 PM,750
1268,287,146,South Indian Curry,3,11-Mar-26,9:17:35 AM,360
1269,287,115,Special Vada,4,09-Apr-26,10:56:58 AM,200
1270,287,393,BBQ Dosa,3,06-Feb-26,5:31:59 PM,180
1271,287,143,Schezwan Roti,3,08-Jan-26,2:45:41 PM,120
1272,288,126,Punjabi Dosa,2,15-Apr-26,9:35:18 AM,500
1273,288,238,Hyderabadi Roti,1,17-Jan-26,8:44:46 PM,320
1274,288,247,Hyderabadi Halwa,2,16-Apr-26,2:51:32 AM,300
1275,288,294,Special Roti,3,07-Jan-26,1:57:39 PM,960
1276,288,147,Mexican Naan,2,11-Apr-26,10:56:56 PM,240
1277,288,303,Crispy Platter,2,27-Jan-26,6:32:21 AM,240
1278,289,445,Sweet Fried Rice,3,09-Feb-26,12:57:29 PM,690
1279,289,242,Punjabi Platter,3,23-Apr-26,10:46:40 PM,360
1280,289,281,Special Platter,4,27-Mar-26,11:42:33 PM,240
1281,289,222,Baked Roti,4,25-Apr-26,3:22:30 PM,200
1282,289,418,Deluxe Fried Rice,4,12-Jan-26,5:51:21 PM,280
1283,289,150,Baked Curry,2,03-Mar-26,12:42:21 PM,140
1284,290,342,Smoky Biryani,3,21-Feb-26,10:23:25 AM,960
1285,290,256,Spicy Noodles,3,17-Apr-26,7:32:37 AM,360
1286,290,242,Punjabi Platter,2,23-Jan-26,3:10:27 PM,240
1287,290,184,Deluxe Noodles,1,03-Apr-26,1:53:30 AM,70
1288,291,306,Smoky Kebab,4,24-Mar-26,1:36:13 PM,1520
1289,291,125,Hyderabadi Curry,2,21-Mar-26,1:17:13 PM,500
1290,291,338,Schezwan Platter,4,04-Apr-26,10:40:33 AM,600
1291,292,239,Hyderabadi Dosa,4,16-Apr-26,3:37:46 AM,200
1292,292,114,Baked Naan,4,07-Feb-26,5:22:23 PM,1280
1293,292,261,Crispy IceCream,1,08-Apr-26,1:49:53 PM,320
1294,292,216,BBQ Noodles,4,29-Jan-26,1:44:45 PM,360
1295,292,224,South Indian Fried Rice,2,19-Mar-26,8:37:42 AM,140
1296,292,427,Tandoori Idly,2,28-Apr-26,6:50:29 PM,500
1297,293,263,BBQ Kebab,2,05-Feb-26,11:44:21 PM,80
1298,293,213,Mexican Biryani,1,13-Mar-26,4:40:23 AM,40
1299,293,362,Crispy Noodles,1,18-Mar-26,10:38:59 PM,60
1300,293,226,Baked Pasta,4,11-Mar-26,1:18:30 AM,600
1301,294,415,North Indian IceCream,2,12-Feb-26,5:42:32 AM,100
1302,294,156,Tandoori Dosa,2,16-Mar-26,8:33:15 PM,760
1303,294,417,North Indian Noodles,2,12-Mar-26,4:23:44 AM,760
1304,294,313,Spicy Kheer,2,02-Apr-26,4:47:52 PM,500
1305,295,252,Hot Salad,2,18-Feb-26,2:25:40 PM,360
1306,295,159,Crispy Vada,4,21-Apr-26,11:29:21 PM,920
1307,295,256,Spicy Noodles,2,25-Mar-26,12:21:23 PM,240
1308,296,265,Schezwan Curry,3,28-Apr-26,8:20:20 AM,750
1309,296,105,Garlic Kebab,2,29-Apr-26,1:54:50 PM,760
1310,296,146,South Indian Curry,1,30-Jan-26,9:28:56 PM,120
1311,297,232,Deluxe Curry,1,03-Mar-26,2:32:55 AM,50
1312,297,224,South Indian Fried Rice,3,05-Jan-26,5:23:25 AM,210
1313,297,140,Deluxe Salad,2,02-Apr-26,11:56:31 AM,120
1314,298,117,Hyderabadi Noodles,2,28-Feb-26,11:59:11 PM,300
1315,298,120,Garlic Curry,1,21-Jan-26,7:35:15 AM,90
1316,298,322,Schezwan Roll,4,04-Apr-26,4:37:48 AM,1280
1317,299,328,Hyderabadi Naan,1,24-Apr-26,10:48:16 PM,150
1318,299,304,Baked Halwa,1,01-Mar-26,12:32:52 AM,60
1319,299,257,Sweet Roti,3,29-Jan-26,5:57:23 AM,750
1320,299,373,Crispy Curry,3,23-Jan-26,12:45:57 AM,1140
1321,299,140,Deluxe Salad,3,11-Mar-26,11:57:29 AM,180
1322,300,395,Schezwan Idly,2,12-Apr-26,7:27:10 AM,300
1323,300,422,Tandoori Biryani,1,08-Jan-26,12:24:34 AM,250
1324,300,106,Garlic Burger,4,30-Mar-26,10:27:59 PM,160
1325,300,314,Crispy Manchurian,1,17-Jan-26,9:56:31 PM,90
1326,300,361,Garlic Kheer,4,12-Mar-26,10:38:17 PM,1280
1327,300,372,Crispy Biryani,1,03-Mar-26,4:53:13 AM,380
1328,301,239,Hyderabadi Dosa,4,27-Mar-26,8:48:46 AM,200
1329,301,162,Garlic Tikka,2,01-Apr-26,9:25:26 AM,80
1330,301,140,Deluxe Salad,1,15-Feb-26,10:23:17 PM,60
1331,301,151,Garlic Vada,2,03-Feb-26,12:58:20 PM,120
1332,301,445,Sweet Fried Rice,1,22-Apr-26,3:53:24 AM,230
1333,302,128,Mexican Fried Rice,4,02-Mar-26,10:37:26 PM,920
1334,302,311,Schezwan Pizza,2,17-Apr-26,2:35:38 AM,360
1335,302,238,Hyderabadi Roti,4,03-Mar-26,2:59:46 PM,1280
1336,302,447,Special Halwa,4,22-Feb-26,7:13:19 PM,360
1337,303,201,South Indian Kebab,4,07-Mar-26,5:29:17 AM,360
1338,303,111,Punjabi Pasta,4,15-Mar-26,6:43:33 AM,1520
1339,303,127,Spicy Kebab,1,02-Apr-26,7:28:58 AM,320
1340,303,307,Mexican Burger,4,09-Jan-26,3:31:10 PM,600
1341,304,416,Smoky Tikka,3,11-Mar-26,12:56:39 PM,180
1342,304,261,Crispy IceCream,4,25-Apr-26,3:36:18 PM,1280
1343,304,257,Sweet Roti,4,25-Mar-26,11:29:23 PM,1000
1344,304,399,Crispy Fried Rice,1,22-Jan-26,8:14:37 AM,90
1345,304,134,BBQ Platter,3,12-Mar-26,9:46:45 PM,150
1346,305,193,North Indian Roti,3,24-Jan-26,7:56:15 PM,180
1347,305,268,Punjabi Halwa,2,21-Apr-26,2:18:41 AM,360
1348,305,215,Garlic Noodles,4,02-Jan-26,1:35:11 PM,920
1349,306,428,Sweet IceCream,4,23-Apr-26,10:25:50 PM,720
1350,306,110,Cheesy Salad,3,06-Feb-26,5:58:42 PM,750
1351,306,113,Special Salad,4,07-Apr-26,6:17:56 PM,360
1352,306,369,Deluxe Kheer,3,19-Mar-26,11:47:19 PM,540
1353,307,199,Deluxe Roll,3,21-Mar-26,2:57:27 PM,540
1354,307,300,Sweet Salad,1,23-Mar-26,7:58:50 PM,60
1355,307,446,Sweet Idly,3,16-Feb-26,8:47:12 PM,450
1356,308,307,Mexican Burger,3,01-Feb-26,9:43:53 PM,450
1357,308,341,Hot Naan,1,12-Jan-26,9:53:45 PM,50
1358,308,140,Deluxe Salad,4,17-Mar-26,5:44:49 AM,240
1359,308,246,North Indian Naan,2,10-Jan-26,1:38:12 PM,360
1360,308,297,Smoky Halwa,4,18-Jan-26,1:40:59 AM,280
1361,309,257,Sweet Roti,2,08-Jan-26,2:20:43 AM,500
1362,309,206,Cheesy Soup,3,29-Jan-26,12:47:16 AM,180
1363,309,437,Deluxe Naan,3,13-Apr-26,6:30:52 AM,270
1364,310,366,Tandoori Curry,3,28-Jan-26,11:27:52 PM,210
1365,310,155,Crispy Roll,2,17-Apr-26,1:15:53 PM,360
1366,310,292,Schezwan IceCream,3,26-Feb-26,12:36:36 PM,960
1367,310,401,Spicy Pizza,4,01-Feb-26,2:43:35 AM,200
1368,310,389,Spicy Roll,2,24-Apr-26,6:18:23 AM,80
1369,310,234,South Indian IceCream,4,14-Jan-26,7:53:45 PM,720
1370,311,113,Special Salad,1,01-Mar-26,5:21:24 AM,90
1371,311,331,Deluxe Biryani,4,29-Mar-26,4:19:26 AM,600
1372,311,199,Deluxe Roll,3,11-Mar-26,1:46:31 PM,540
1373,311,189,Garlic Manchurian,2,17-Apr-26,9:17:18 PM,100
1374,312,246,North Indian Naan,4,17-Mar-26,6:21:30 PM,720
1375,312,293,Spicy Pasta,3,14-Mar-26,12:13:25 PM,960
1376,312,343,Hot Manchurian,1,20-Jan-26,3:31:38 AM,90
1377,312,187,Schezwan Noodles,3,07-Feb-26,11:57:16 AM,210
1378,313,354,Spicy Roti,2,31-Mar-26,3:33:43 AM,240
1379,313,173,Deluxe Platter,4,20-Apr-26,4:38:18 PM,200
1380,313,297,Smoky Halwa,4,18-Feb-26,5:32:14 AM,280
1381,313,422,Tandoori Biryani,4,26-Apr-26,6:26:26 PM,1000
1382,313,112,BBQ Soup,2,09-Mar-26,3:55:53 PM,460
1383,314,210,Garlic Roti,3,22-Feb-26,1:56:47 PM,150
1384,314,355,Punjabi Burger,1,23-Jan-26,1:40:19 AM,50
1385,314,233,Schezwan Fried Rice,4,22-Feb-26,9:28:21 AM,240
1386,314,331,Deluxe Biryani,3,20-Feb-26,4:31:56 AM,450
1387,314,279,Mexican Dosa,3,25-Feb-26,4:22:36 AM,150
1388,315,252,Hot Salad,2,29-Jan-26,4:26:35 AM,360
1389,315,328,Hyderabadi Naan,1,09-Feb-26,6:12:52 AM,150
1390,315,117,Hyderabadi Noodles,1,18-Feb-26,6:38:24 AM,150
1391,315,340,Hot Kheer,3,17-Jan-26,1:21:30 PM,210
1392,315,401,Spicy Pizza,4,12-Mar-26,10:18:50 PM,200
1393,316,129,Hyderabadi Vada,4,08-Apr-26,4:23:55 PM,240
1394,316,146,South Indian Curry,1,23-Mar-26,2:58:10 AM,120
1395,316,163,Special Pasta,1,01-Jan-26,3:24:31 PM,180
1396,316,138,Baked Fried Rice,2,20-Apr-26,3:36:43 PM,180
1397,316,222,Baked Roti,4,08-Jan-26,10:11:42 PM,200
1398,316,199,Deluxe Roll,2,06-Apr-26,12:11:58 AM,360
1399,317,384,Deluxe Kebab,2,23-Mar-26,8:19:52 AM,760
1400,317,445,Sweet Fried Rice,4,21-Apr-26,6:19:58 PM,920
1401,317,136,Crispy Pasta,2,08-Mar-26,8:53:43 AM,100
1402,318,173,Deluxe Platter,2,11-Jan-26,7:37:12 PM,100
1403,318,161,Special Idly,1,13-Apr-26,8:53:21 PM,250
1404,318,303,Crispy Platter,1,02-Feb-26,11:57:34 AM,120
1405,318,308,Hot Soup,4,04-Mar-26,1:32:27 AM,200
1406,318,247,Hyderabadi Halwa,1,24-Apr-26,1:56:36 AM,150
1407,319,254,Punjabi Noodles,2,10-Mar-26,4:31:31 AM,500
1408,319,119,Mexican Noodles,3,04-Mar-26,5:28:34 PM,270
1409,319,308,Hot Soup,4,15-Jan-26,12:23:12 PM,200
1410,319,335,Crispy Naan,1,04-Feb-26,9:13:28 AM,90
1411,319,183,Punjabi Kebab,2,08-Feb-26,5:49:34 AM,80
1412,319,150,Baked Curry,3,20-Apr-26,5:33:48 AM,210
1413,320,437,Deluxe Naan,3,14-Jan-26,3:42:54 PM,270
1414,320,255,Sweet Pizza,3,27-Feb-26,5:51:19 AM,270
1415,320,170,Tandoori Naan,4,13-Apr-26,1:46:13 AM,1000
1416,320,282,South Indian Tikka,4,19-Jan-26,12:59:47 AM,480
1417,320,428,Sweet IceCream,2,24-Apr-26,2:23:29 PM,360
1418,321,127,Spicy Kebab,4,11-Feb-26,5:27:58 AM,1280
1419,321,241,Schezwan Biryani,4,11-Feb-26,8:57:38 AM,920
1420,321,386,Mexican Roll,1,18-Mar-26,9:28:32 AM,120
1421,321,375,Cheesy Pizza,4,21-Apr-26,5:12:54 PM,480
1422,322,361,Garlic Kheer,3,16-Apr-26,12:22:51 AM,960
1423,322,245,Mexican Kebab,1,27-Feb-26,2:41:33 PM,90
1424,322,209,Sweet Roll,4,14-Mar-26,8:44:33 PM,600
1425,323,312,North Indian Fried Rice,2,02-Mar-26,4:46:58 AM,120
1426,323,185,BBQ Roll,1,30-Jan-26,3:45:20 PM,320
1427,323,275,Smoky IceCream,1,26-Apr-26,5:16:51 AM,90
1428,323,427,Tandoori Idly,4,20-Feb-26,10:59:21 PM,1000
1429,324,128,Mexican Fried Rice,3,29-Jan-26,9:36:29 PM,690
1430,324,334,Spicy Fried Rice,4,16-Jan-26,2:55:55 AM,160
1431,324,355,Punjabi Burger,1,07-Apr-26,9:49:20 PM,50
1432,324,385,Special Roll,1,18-Feb-26,6:54:13 PM,90
1433,325,415,North Indian IceCream,3,28-Feb-26,8:59:48 AM,150
1434,325,205,Smoky Burger,4,23-Feb-26,6:35:21 PM,920
1435,325,409,Baked Noodles,2,25-Apr-26,10:12:27 AM,500
1436,325,174,Mexican Tikka,3,14-Jan-26,12:59:36 PM,150
1437,326,442,Mexican Platter,1,03-Apr-26,11:40:47 AM,90
1438,326,432,Garlic Biryani,1,10-Mar-26,9:18:37 PM,50
1439,326,434,Hot Platter,1,28-Mar-26,7:12:54 AM,90
1440,326,241,Schezwan Biryani,4,16-Feb-26,2:11:50 AM,920
1441,326,353,Baked Manchurian,1,26-Feb-26,3:44:58 AM,150
1442,326,357,Tandoori Noodles,1,08-Mar-26,8:17:19 AM,60
1443,327,127,Spicy Kebab,3,11-Jan-26,3:46:23 PM,960
1444,327,284,North Indian Tikka,2,11-Mar-26,1:31:21 AM,460
1445,327,197,Sweet Curry,2,27-Feb-26,9:14:14 AM,640
1446,327,253,Hyderabadi Kheer,2,28-Mar-26,11:38:55 PM,120
1447,327,141,Punjabi Idly,1,05-Mar-26,9:42:21 AM,320
1448,327,245,Mexican Kebab,4,05-Feb-26,6:30:13 AM,360
1449,328,245,Mexican Kebab,2,25-Mar-26,3:28:48 AM,180
1450,328,316,Punjabi Kheer,4,03-Jan-26,7:41:30 PM,200
1451,328,227,Deluxe Roti,3,27-Mar-26,4:32:53 AM,690
1452,328,239,Hyderabadi Dosa,4,19-Jan-26,3:22:41 AM,200
1453,328,417,North Indian Noodles,4,03-Mar-26,7:17:52 PM,1520
1454,329,369,Deluxe Kheer,4,16-Apr-26,7:52:49 AM,720
1455,329,295,Smoky Manchurian,1,09-Feb-26,2:49:11 PM,40
1456,329,205,Smoky Burger,3,29-Mar-26,4:27:38 PM,690
1457,330,142,Spicy Burger,2,07-Jan-26,12:11:58 PM,100
1458,330,179,Hyderabadi Tikka,3,16-Feb-26,11:29:55 AM,270
1459,330,434,Hot Platter,4,28-Apr-26,7:52:49 PM,360
1460,330,445,Sweet Fried Rice,1,14-Feb-26,12:12:13 AM,230
1461,331,244,Cheesy Roti,2,24-Feb-26,8:26:23 PM,500
1462,331,318,Mexican Kheer,4,24-Jan-26,10:37:52 PM,240
1463,331,249,North Indian Burger,2,14-Apr-26,8:55:54 AM,640
1464,331,420,Hot Pasta,2,21-Jan-26,4:18:25 PM,360
1465,331,175,South Indian Roll,4,26-Apr-26,8:21:46 PM,200
1466,331,239,Hyderabadi Dosa,3,27-Feb-26,12:54:10 AM,150
1467,332,146,South Indian Curry,1,21-Jan-26,5:16:21 AM,120
1468,332,327,Tandoori Roll,2,21-Feb-26,3:25:14 AM,300
1469,332,440,South Indian Roti,3,29-Mar-26,4:10:20 AM,150
1470,333,255,Sweet Pizza,2,20-Feb-26,3:49:15 PM,180
1471,333,428,Sweet IceCream,4,30-Apr-26,1:46:34 AM,720
1472,333,283,Schezwan Naan,4,22-Feb-26,3:40:13 AM,920
1473,333,138,Baked Fried Rice,4,29-Mar-26,12:58:54 AM,360
1474,334,134,BBQ Platter,3,30-Mar-26,11:45:39 PM,150
1475,334,251,BBQ Tikka,2,27-Jan-26,7:56:12 AM,460
1476,334,340,Hot Kheer,4,04-Mar-26,11:16:16 PM,280
1477,334,244,Cheesy Roti,4,12-Feb-26,12:52:20 PM,1000
1478,334,345,North Indian Vada,1,14-Apr-26,11:13:18 AM,320
1479,335,423,Special Naan,1,01-Mar-26,6:57:39 PM,380
1480,335,224,South Indian Fried Rice,3,06-Mar-26,5:39:41 AM,210
1481,335,223,Sweet Burger,2,01-Mar-26,7:41:35 PM,360
1482,335,175,South Indian Roll,3,18-Jan-26,1:18:50 PM,150
1483,335,208,Punjabi Manchurian,1,08-Mar-26,5:13:15 AM,230
1484,336,113,Special Salad,1,18-Feb-26,12:27:49 PM,90
1485,336,443,Sweet Vada,4,14-Feb-26,4:31:46 AM,480
1486,336,211,South Indian Burger,1,07-Jan-26,5:38:53 AM,380
1487,336,312,North Indian Fried Rice,3,29-Mar-26,11:29:18 AM,180
1488,336,299,Garlic Idly,1,25-Jan-26,4:12:45 AM,230
1489,336,267,North Indian Roll,3,05-Apr-26,8:37:30 AM,180
1490,337,405,Hyderabadi Salad,3,23-Feb-26,10:12:53 AM,360
1491,337,134,BBQ Platter,1,29-Mar-26,7:50:48 PM,50
1492,337,258,Special Fried Rice,3,02-Mar-26,12:39:21 PM,120
1493,338,341,Hot Naan,2,19-Feb-26,10:56:56 AM,100
1494,338,290,Hot Fried Rice,4,17-Apr-26,4:29:24 PM,160
1495,338,279,Mexican Dosa,4,17-Apr-26,11:19:19 AM,200
1496,338,237,Hyderabadi Pizza,3,21-Feb-26,9:16:42 AM,750
1497,339,111,Punjabi Pasta,3,03-Jan-26,6:33:24 AM,1140
1498,339,175,South Indian Roll,3,21-Mar-26,1:47:12 AM,150
1499,339,272,South Indian Pasta,3,08-Feb-26,7:58:11 AM,690
1500,339,342,Smoky Biryani,2,09-Feb-26,9:46:56 PM,640
1501,340,180,Schezwan Burger,1,20-Jan-26,1:12:31 AM,150
1502,340,218,Hot Dosa,1,20-Jan-26,12:44:12 PM,250
1503,340,348,Punjabi IceCream,2,02-Mar-26,12:46:13 PM,120
1504,341,163,Special Pasta,1,13-Feb-26,7:44:14 AM,180
1505,341,220,Spicy Naan,1,31-Jan-26,12:46:32 AM,380
1506,341,439,Baked Vada,1,16-Mar-26,4:29:42 PM,380
1507,342,237,Hyderabadi Pizza,3,01-Mar-26,11:29:24 AM,750
1508,342,196,Baked Kebab,4,05-Feb-26,8:25:54 AM,360
1509,342,310,Spicy Biryani,2,13-Feb-26,11:18:49 AM,300
1510,343,435,Crispy Tikka,3,09-Mar-26,4:42:56 AM,120
1511,343,349,Sweet Pasta,4,10-Mar-26,9:32:51 AM,1520
